Category,Group,SubGroup,Forward,Inverse,Source,Target,Name,Summary
Kana,Kata,HZ,Compose,,ﾄ゛,ﾄﾞ,DO,ド (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾊ゛,ﾊﾞ,BA,バ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾋ゛,ﾋﾞ,BI,ビ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾌ゛,ﾌﾞ,BU,ブ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾍ゛,ﾍﾞ,BE,ベ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾎ゛,ﾎﾞ,BO,ボ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｳ゛,ｳﾞ,VU,ヴ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾊ゜,ﾊﾟ,PA,パ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾋ゜,ﾋﾟ,PI,ピ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾌ゜,ﾌﾟ,PU,プ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾍ゜,ﾍﾟ,PE,ペ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾎ゜,ﾎﾟ,PO,ポ (分離カタカナ 半-全) <文字結合>
Kana,Hira,ZZ,Compose,,か゛,が,GA,が (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,き゛,ぎ,GI,ぎ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,く゛,ぐ,GU,ぐ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,け゛,げ,GE,げ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,こ゛,ご,GO,ご (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,さ゛,ざ,ZA,ざ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,し゛,じ,JI,じ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,す゛,ず,ZU,ず (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,せ゛,ぜ,ZE,ぜ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,そ゛,ぞ,ZO,ぞ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,た゛,だ,DA,だ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ち゛,ぢ,DI,ぢ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,つ゛,づ,DU,づ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,て゛,で,DE,で (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,と゛,ど,DO,ど (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,は゛,ば,BA,ば (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ひ゛,び,BI,び (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ふ゛,ぶ,BU,ぶ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,へ゛,べ,BE,べ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ほ゛,ぼ,BO,ぼ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,う゛,ゔ,VU,ヴ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,は゜,ぱ,PA,ぱ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ひ゜,ぴ,PI,ぴ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ふ゜,ぷ,PU,ぷ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,へ゜,ぺ,PE,ぺ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZZ,Compose,,ほ゜,ぽ,PO,ぽ (分離ひらがな 全-全) <文字結合>
Kana,Hira,ZH,Compose,,かﾞ,が,GA,が (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,きﾞ,ぎ,GI,ぎ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,くﾞ,ぐ,GU,ぐ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,けﾞ,げ,GE,げ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,こﾞ,ご,GO,ご (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,さﾞ,ざ,ZA,ざ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,しﾞ,じ,JI,じ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,すﾞ,ず,ZU,ず (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,せﾞ,ぜ,ZE,ぜ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,そﾞ,ぞ,ZO,ぞ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,たﾞ,だ,DA,だ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ちﾞ,ぢ,DI,ぢ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,つﾞ,づ,DU,づ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,てﾞ,で,DE,で (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,とﾞ,ど,DO,ど (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,はﾞ,ば,BA,ば (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ひﾞ,び,BI,び (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ふﾞ,ぶ,BU,ぶ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,へﾞ,べ,BE,べ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ほﾞ,ぼ,BO,ぼ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,うﾞ,ゔ,VU,ヴ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,はﾟ,ぱ,PA,ぱ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ひﾟ,ぴ,PI,ぴ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ふﾟ,ぷ,PU,ぷ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,へﾟ,ぺ,PE,ぺ (分離ひらがな 全-半) <文字結合>
Kana,Hira,ZH,Compose,,ほﾟ,ぽ,PO,ぽ (分離ひらがな 全-半) <文字結合>
